X Y Z MaximumInscribedSphereRadius EdgeArray0 EdgeArray1 EdgePCoordArray
-3.058758497238159 1207.7645263671875 1532.43701171875 6.041423730258822 63225.0 44698.0 0.7760000000000006
-2.7695956230163574 1206.9840087890625 1534.395751953125 5.4337743694870335 64645.0 64645.0 0.0
-2.770455837249756 1206.9805908203125 1534.4056396484375 5.432653251840502 255693.0 64645.0 0.9920000000000008
-2.8771159648895264 1206.5643310546875 1535.636474609375 5.293634663670724 255693.0 255693.0 0.0
-3.0427863597869873 1206.26025390625 1537.05859375 5.357402741019834 255854.0 255890.0 0.12800000000000009
-3.054428815841675 1206.218017578125 1537.1661376953125 5.357095780688591 255897.0 255855.0 0.9040000000000007
-3.0768845081329346 1206.1544189453125 1537.360595703125 5.375251514855202 255853.0 255855.0 0.8240000000000006
-3.3221511840820312 1205.765380859375 1538.2364501953125 5.370726182186402 255662.0 255853.0 0.8080000000000006
-3.5843589305877686 1205.260986328125 1539.530029296875 5.588733017481133 33860.0 255849.0 0.06800000000000003
-3.6515142917633057 1205.0767822265625 1540.0721435546875 5.7347040392624296 256086.0 256001.0 0.5840000000000004
-3.6502482891082764 1205.0457763671875 1540.171630859375 5.761610254115605 256001.0 255889.0 0.5520000000000004
-3.525834798812866 1204.4375 1541.3607177734375 6.102438876979317 255691.0 33654.0 0.11200000000000007
-3.5202083587646484 1204.4044189453125 1541.416015625 6.12318734575829 255691.0 256088.0 0.20400000000000015
-3.578983783721924 1204.0885009765625 1541.9388427734375 6.3043672203945 255841.0 255892.0 0.8400000000000006
-3.570699453353882 1203.9630126953125 1542.1636962890625 6.391963268221747 64866.0 255840.0 0.6960000000000005
-3.638319969177246 1203.8050537109375 1542.4981689453125 6.495836787113094 255881.0 33981.0 0.9480000000000007
-3.6428182125091553 1203.8033447265625 1542.515869140625 6.4956685511211925 64619.0 58073.0 0.04000000000000001
-3.657611608505249 1203.796142578125 1542.576416015625 6.495060735871454 64872.0 64619.0 0.4160000000000003
-3.662087917327881 1203.791259765625 1542.6201171875 6.49480303288302 64872.0 64872.0 0.0
-3.75134015083313 1203.6903076171875 1543.489990234375 6.552807627048235 64949.0 64949.0 0.0
-3.7516608238220215 1203.689697265625 1543.4930419921875 6.553142456838257 60580.0 64949.0 0.9960000000000008
-3.831489086151123 1203.534912109375 1544.2520751953125 6.636515074553652 60580.0 60580.0 0.0
-3.9383432865142822 1203.2374267578125 1545.2413330078125 6.794469566034021 40743.0 40743.0 0.0
-4.0558576583862305 1203.2177734375 1546.3243408203125 6.838668842097166 67224.0 64885.0 0.9640000000000007
-4.81240701675415 1202.0615234375 1549.707763671875 7.078178963189119 46316.0 40583.0 0.9480000000000007
-4.869235992431641 1202.1436767578125 1550.295166015625 7.0053633480370525 40583.0 39647.0 0.9720000000000008
-4.880152225494385 1202.146240234375 1550.3128662109375 7.0042238216192265 39647.0 77525.0 0.004
-6.517670631408691 1201.3121337890625 1555.2838134765625 7.1881038022262285 11803.0 79856.0 0.3040000000000002
-6.949281692504883 1201.4111328125 1556.9747314453125 7.487427226299433 47022.0 47022.0 0.0
-7.321978569030762 1200.2537841796875 1558.931640625 7.437396638737261 36024.0 76140.0 0.6680000000000005
-7.377193927764893 1200.271728515625 1559.70361328125 7.178021474556644 76098.0 76140.0 0.3160000000000002
-7.341668605804443 1200.235595703125 1560.2275390625 7.052358910623219 76098.0 75164.0 0.05600000000000002
-7.610217571258545 1200.98291015625 1562.5245361328125 6.18008718820986 74792.0 74792.0 0.0
-7.753066062927246 1201.2525634765625 1563.0888671875 6.005313883030215 75121.0 75121.0 0.0
-7.866982460021973 1201.346923828125 1563.5286865234375 5.84205346936008 75050.0 75050.0 0.0
-7.901342391967773 1201.349365234375 1563.65576171875 5.786097237215643 75965.0 75965.0 0.0
-7.901373386383057 1201.349365234375 1563.6558837890625 5.786041542258028 27861.0 75965.0 0.9960000000000008
